id,house_ln,house_la,subway,bus_stop,park,scenery,street,room_type,accommodates,bathroom,bedroom,beds,bed_type,guests,num_of_review,review_score,Entire_home,Private_room,Shared_room,crime_rate,host_response_time,response_time_num,host_response_rate,superhost,host_neighborhood,daily_price,weekly_price,monthly_price,Central_Park,Van_Cortlandt,Flushing_Meadows,Prospect_Park,Washington_Square_Park,Bronx_Park,Pelham_Bay_Park,Floyd_Bennet_Field,Jamaica_Bay,Jacob_Riis_Park,Fort_Tilden,Greenbelt,The_Metropolitan_Museum_of_Art,statue_of_liberty,Empire_state_Building,American_Museum_of_Natual_History,Museum_of_Modern_Art,Times_Square,One_world_trade_cente,Grand_Centreal_Terminal,intrepid_sea_air,Fifth_Avenue,Brooklyn_Bridge,Wall_Street,Flatiron_Building,New_York_University,Broadway,China_Town,New_york_Public_Library,West_Point_Academy,Columbia_University,Madison_Square_Garden,madame_tussauds_new_york,National_September_11_Memorial_Museum,Manhattan_Skyline,United_Nations_Headquarters,SOHO,St_Patrick_Cathedral,High_Line_Park,Top_of_the_Rock,sub_dist_1,sub_dist_2,sub_dist_3,bus_dist_1,bus_dist_2,bus_dist_3,subway_station,new_price
263888,-73.9765,40.79433,3,7,1,16,New York,Entire home/apt,2,1,1,2,Real Bed,2,129,100,1,0,0,0.8454,within an hour,3,1,1,Upper West Side,199,,5800,1.238,13.811,12.943,14.333,7.276,10.452,16.639,22.894,23.729,26.607,26.87,18.759,2.004,13.015,5.116,1.464,3.654,4.007,9.562,4.626,3.869,2.427,9.924,10.192,6.021,7.421,0.412,8.971,4.603,65.133,1.879,5.122,4.352,9.705,3.454,4.842,1.51,3.981,237.892,3.921,0.355,0.633,0.889,0.338,0.367,0.378,1,225
264323,-73.95549,40.81055,4,19,1,6,New York,Private room,2,1,1,1,Real Bed,1,171,89,0,1,0,1.0705,within an hour,3,1,0,Morningside Heights,85,,,3.029,11.341,12.463,16.17,9.54,7.965,14.198,24.194,24.812,27.653,28.228,21.178,3.536,15.434,7.313,3.583,5.766,6.262,11.891,6.683,6.359,4.16,12.095,12.463,8.242,9.677,2.72,11.166,6.768,63.32,0.684,7.417,6.655,12.023,5.594,6.67,3.784,6.066,236.056,6.066,0.272,0.61,0.61,0.136,0.195,0.226,1,85
265036,-73.95231,40.6711,5,13,1,0,Brooklyn,Private room,2,1,1,1,Real Bed,1,18,100,0,1,0,0.9147,within an hour,3,1,1,Crown Heights,99,,,12.747,25.834,12.108,1.596,7.649,20.942,25.533,9.445,10.876,13.716,13.217,10.892,12.068,8.037,9.081,12.39,10.275,10.147,6.932,9.316,11.192,11.5,5.46,6.146,8.399,7.513,13.453,6.164,9.468,78.828,15.196,9.347,9.973,6.774,10.484,9.011,12.373,9.945,251.557,10.058,0.209,0.383,0.493,0.083,0.086,0.157,3,150
265064,-73.88928,40.67962,2,1,0,0,Brooklyn,Private room,2,1,1,1,Real Bed,1,17,96,0,1,0,1.571,within a day,1,1,0,East New York,48,,960,13.485,24.277,7.834,6.965,10.741,19.04,22.579,9.126,9.299,12.091,13.171,16.27,12.721,13.137,11.175,13.356,11.762,11.957,11.088,10.998,13.343,12.326,9.579,10.497,10.882,10.653,14.314,9.882,11.328,78.115,15.506,11.623,11.98,10.975,11.952,10.356,13.468,11.484,250.595,11.67,0.27,0.393,0.774,0.451,0.671,0.748,2,48
265145,-73.98411,40.76217,10,8,2,19,New York,Entire home/apt,2,1,1,1,Real Bed,2,8,98,1,0,0,4.3095,N/A,0,0,0,Times Square/Theatre District,200,,,2.876,17.208,12.329,10.813,3.659,13.34,19.262,19.741,20.779,23.672,23.64,15.31,2.587,9.576,1.489,2.312,0.548,0.374,5.996,1.201,1.436,2.014,6.291,6.583,2.389,3.801,3.29,5.339,1.013,68.722,5.361,1.523,0.768,6.129,0.505,1.834,2.147,0.71,241.482,0.504,0.054,0.161,0.222,0.119,0.184,0.286,6,200
265831,-73.99438,40.72313,9,7,1,19,New York,Entire home/apt,3,1,2,2,Real Bed,3,5,100,1,0,0,1.6704,within a day,1,1,0,Nolita,310,2000,8500,7.232,21.473,13.073,6.733,0.891,17.278,22.881,16.23,17.599,20.465,19.946,11.225,6.772,5.664,2.954,6.709,4.491,4.053,1.95,3.597,4.665,6.141,1.868,2.26,2.038,0.743,7.714,0.913,3.492,73.089,9.76,2.964,3.722,2.007,4.668,3.852,6.569,4.194,245.843,4.193,0.25,0.286,0.31,0.125,0.259,0.325,6,350
266146,-73.97289,40.78448,2,17,1,18,New York,Entire home/apt,3,1,1,2,Real Bed,1,36,89,1,0,0,0.7795,within an hour,3,1,1,Upper West Side,109,1000,3200,0.394,14.582,12.189,13.229,6.311,10.916,16.994,21.758,22.602,25.482,25.733,17.932,0.988,12.19,4.104,0.351,2.588,3.026,8.648,3.549,3.211,1.302,8.913,9.236,5.026,6.452,0.729,7.97,3.571,66.223,2.707,4.175,3.41,8.782,2.399,3.716,0.551,2.908,238.98,2.873,0.345,0.368,0.541,0.072,0.197,0.226,2,109
266155,-73.97447,40.78304,3,16,1,19,New York,Entire home/apt,4,1,1,2,Real Bed,3,16,98,1,0,0,0.7795,within an hour,3,1,1,Upper West Side,167,1600,5000,0.568,14.787,12.247,13.072,6.117,11.122,17.196,21.645,22.508,25.391,25.614,17.728,1.025,11.985,3.916,0.203,2.412,2.831,8.449,3.378,3.005,1.233,8.727,9.042,4.836,6.258,0.873,7.782,3.386,66.385,2.902,3.977,3.211,8.584,2.219,3.576,0.343,2.735,239.143,2.692,0.265,0.469,0.564,0.051,0.234,0.236,2,167
266351,-73.97125,40.68737,2,6,1,5,Brooklyn,Entire home/apt,3,1,1,2,Real Bed,1,5,93,1,0,0,1.8669,N/A,0,0,0,Fort Greene,147,,1600,10.869,24.49,12.442,2.431,5.308,19.809,24.799,11.822,13.289,16.127,15.518,10.107,10.245,6.185,6.936,10.453,8.259,8.039,4.541,7.285,8.963,9.643,3.051,3.785,6.175,5.166,11.514,3.76,7.375,77.019,13.382,7.14,7.817,4.389,8.464,7.114,10.397,7.928,249.774,8.013,0.267,0.349,0.38,0.201,0.206,0.238,3,147
266437,-74.0005,40.74139,9,9,1,22,New York,Entire home/apt,5,1,2,3,Real Bed,1,0,0,1,0,0,1.8733,within a day,1,0.7,0,Chelsea,220,,,5.565,19.898,13.457,8.824,1.205,15.985,21.822,18.248,19.54,22.419,22.004,12.618,5.251,6.885,1.515,4.991,2.948,2.338,3.338,2.335,2.603,4.646,3.892,3.997,0.908,1.355,5.917,2.938,2.018,71.081,8.019,1.19,1.924,3.482,3.071,2.97,4.797,2.736,243.828,2.643,0.114,0.225,0.251,0.255,0.284,0.349,4,220
266449,-73.98773,40.71992,4,15,1,18,New York,Entire home/apt,4,1,2,2,Real Bed,2,66,91,1,0,0,1.2624,within a day,1,0.83,0,Lower East Side,195,1450,3500,7.429,21.568,12.576,6.234,1.458,17.264,22.768,15.64,16.976,19.846,19.386,11.308,6.916,5.88,3.219,6.936,4.699,4.339,2.284,3.755,5.11,6.286,1.696,2.357,2.362,1.328,7.967,0.928,3.725,73.427,9.97,3.328,4.053,2.293,4.889,3.873,6.823,4.384,246.186,4.415,0.149,0.18,0.43,0.231,0.306,0.343,3,195
267652,-73.97296,40.64277,0,4,1,0,Brooklyn,Private room,2,1,1,1,Real Bed,1,20,100,0,1,0,0.3867,N/A,0,0,1,Kensington,60,400,,15.83,29.304,15.505,2.546,10.004,24.482,29.132,8.206,10.242,12.795,11.323,8.711,15.204,7.949,11.839,15.411,13.206,12.953,8.512,12.232,13.771,14.604,7.373,7.654,11.026,9.854,16.47,8.291,12.301,81.979,18.342,11.994,12.703,8.332,13.41,12.075,15.348,12.877,254.735,12.953,0.584,0.728,0.792,0.293,0.313,0.364,0,60
267708,-73.94466,40.79111,1,16,1,12,New York,Private room,2,1,1,1,Real Bed,1,24,97,0,1,0,1.0669,within a few hours,2,1,0,East Harlem,99,500,1800,2.099,12.864,10.45,14.122,8.038,8.727,14.653,21.894,22.478,25.314,25.938,19.807,2.048,14.111,5.823,2.661,4.31,4.944,10.434,5.07,5.559,2.617,10.401,10.898,6.731,8.16,2.53,9.521,5.276,65.495,2.368,6.068,5.376,10.544,4.194,4.836,2.973,4.542,238.206,4.616,0.244,0.436,0.81,0.055,0.084,0.153,2,99
268392,-73.95257,40.79951,4,9,1,8,New York,Entire home/apt,4,1,2,2,Real Bed,2,35,91,1,0,0,1.6748,within a day,1,0.8,0,Harlem,130,1200,3000,2.079,12.295,11.525,14.967,8.517,8.526,14.636,22.942,23.568,26.412,26.976,20.236,2.422,14.504,6.279,2.681,4.727,5.283,10.896,5.599,5.602,3.054,11.008,11.426,7.208,8.649,2.096,10.094,5.728,64.55,1.227,6.44,5.697,11.019,4.572,5.512,2.942,5.006,237.28,5.033,0.079,0.38,0.486,0.204,0.215,0.227,3,130
268481,-73.93974,40.71647,1,9,0,3,Brooklyn,Entire home/apt,4,2,2,2,Real Bed,2,1,100,1,0,0,0.9601,N/A,0,0,0,East Williamsburg,290,,8000,8,20.68,8.73,6.203,5.109,15.822,20.639,13.713,14.558,17.445,17.716,14.08,7.265,9.34,5.268,7.757,5.938,6.073,6.206,5.119,7.439,6.769,4.972,5.938,5.025,5.054,8.783,4.806,5.431,73.803,10.307,5.723,6.077,6.16,6.138,4.534,7.815,5.642,246.501,5.816,0.421,0.511,0.927,0.065,0.177,0.18,1,150
268868,-74.00195,40.75114,0,5,1,23,New York,Entire home/apt,4,1,2,2,Real Bed,3,64,95,1,0,0,1.8733,within an hour,3,1,1,Chelsea,350,,,4.721,19.019,13.637,9.898,2.292,15.262,21.201,19.261,20.503,23.388,23.044,13.507,4.515,7.762,1.416,4.126,2.347,1.659,4.35,2.095,1.522,3.953,4.983,5.052,1.518,2.444,4.979,4.029,1.672,70.004,7.094,0.886,1.232,4.504,2.408,2.881,3.897,2.242,242.748,2.08,0.527,0.669,0.732,0.08,0.235,0.289,0,350
269283,-73.93216,40.66431,0,7,1,0,Brooklyn,Private room,2,1,1,1,Real Bed,1,26,98,0,1,0,0.8737,a few days or more,0,0,1,Crown Heights,50,420,1150,13.771,26.268,11.386,3.173,9.213,21.228,25.46,8.011,9.218,12.092,11.94,12.37,13.055,9.876,10.414,13.474,11.466,11.426,8.717,10.538,12.583,12.526,7.217,7.955,9.822,9.086,14.524,7.847,10.746,79.618,16.131,10.736,11.303,8.565,11.674,10.126,13.494,11.143,252.295,11.28,0.514,0.807,1.016,0.071,0.077,0.077,0,38
269889,-73.95012,40.74579,4,4,0,18,Long Island City,Private room,2,1,1,1,Real Bed,1,238,98,0,1,0,0.9628,within a few hours,2,1,1,Long Island City,96,,,4.63,17.759,9.236,9.076,4.312,13.179,18.52,17.088,17.893,20.772,21.09,15.568,3.89,10.143,2.993,4.419,2.903,3.289,6.45,2.406,4.764,3.41,5.905,6.637,3.377,4.364,5.425,5.202,2.831,70.526,6.946,3.521,3.484,6.5,3.07,1.606,4.509,2.684,243.25,2.897,0.195,0.41,0.416,0.365,0.385,0.42,5,95
270139,-73.92673,40.70278,0,4,0,0,Brooklyn,Private room,2,1,1,1,Real Bed,1,21,87,0,1,0,0.9855,within an hour,3,1,0,Bushwick,45,,1500,9.799,21.97,8.327,5.505,6.718,16.961,21.41,11.969,12.72,15.602,16.003,14.225,9.052,10.047,7.118,9.586,7.812,7.947,7.379,6.994,9.301,8.583,5.957,6.93,6.808,6.64,10.598,6.059,7.301,75.359,12.033,7.557,7.942,7.295,8.01,6.407,9.658,7.517,248.015,7.692,0.533,0.55,0.658,0.178,0.416,0.416,0,35
270231,-73.91122,40.74409,1,10,0,1,Queens,Private room,2,1,1,2,Real Bed,1,266,96,0,1,0,0.9628,within an hour,3,1,0,Sunnyside,85,,,6.624,17.238,5.954,10.032,7.403,12.188,16.764,16.328,16.697,19.493,20.397,17.849,5.883,12.786,6.273,6.687,5.922,6.44,9.266,5.638,7.889,5.688,8.368,9.251,6.622,7.426,7.461,7.893,6.071,70.836,8.275,6.8,6.697,9.277,6.041,4.829,6.894,5.784,243.419,6.002,0.112,0.617,0.715,0.212,0.243,0.256,1,85
270315,-73.93254,40.68812,0,11,0,0,Brooklyn,Private room,1,1,1,1,Real Bed,1,16,95,0,1,0,1.977,within a few hours,2,1,1,Bedford-Stuyvesant,34,500,1300,11.195,23.658,9.629,4.019,7.237,18.662,23.083,10.517,11.469,14.362,14.509,13.093,10.467,9.446,8.088,10.928,9,9.032,7.342,8.109,10.285,9.957,5.823,6.732,7.612,7.131,11.967,6.189,8.36,76.971,13.517,8.466,8.959,7.223,9.206,7.625,10.967,8.686,249.648,8.839,0.66,0.882,0.986,0.019,0.175,0.207,0,33
271083,-73.96131,40.65772,3,5,1,0,Brooklyn,Entire home/apt,6,1,2,5,Real Bed,1,112,89,1,0,0,0.8737,within a day,1,0.8,0,Lefferts Garden,93,,,14.175,27.454,13.652,1.123,8.678,22.592,27.203,8.657,10.379,13.121,12.197,9.821,13.521,7.848,10.332,13.787,11.62,11.428,7.543,10.649,12.363,12.936,6.21,6.699,9.577,8.532,14.85,7.047,10.759,80.312,16.659,10.542,11.215,7.37,11.827,10.419,13.747,11.289,253.055,11.384,0.27,0.44,0.812,0.241,0.269,0.306,2,93
271128,-73.95059,40.68884,1,11,1,2,Brooklyn,Private room,1,1,1,1,Real Bed,1,8,95,0,1,0,1.7837,within an hour,3,1,1,Bedford-Stuyvesant,60,300,1000,10.806,23.879,10.847,3.054,6.109,19.024,23.741,11.133,12.341,15.222,15.011,11.733,10.117,7.923,7.287,10.468,8.394,8.316,5.923,7.449,9.447,9.558,4.394,5.268,6.683,5.987,11.527,4.866,7.635,76.857,13.237,7.599,8.178,5.794,8.603,7.093,10.464,8.067,249.583,8.192,0.262,0.65,0.799,0.231,0.235,0.277,1,48
271130,-73.95372,40.6865,1,9,1,2,Brooklyn,Private room,1,1,1,1,Real Bed,1,45,97,0,1,0,1.7837,within an hour,3,1,1,Bedford-Stuyvesant,65,400,1400,11.031,24.193,11.208,2.695,6.148,19.357,24.098,11.011,12.283,15.156,14.855,11.384,10.352,7.665,7.427,10.679,8.579,8.474,5.816,7.625,9.568,9.784,4.288,5.127,6.789,6.021,11.741,4.825,7.794,77.115,13.479,7.719,8.319,5.679,8.787,7.301,10.667,8.25,249.846,8.368,0.348,0.597,0.627,0.12,0.22,0.232,1,40
271694,-73.97315,40.75282,7,14,2,20,New York,Entire home/apt,2,1,1,1,Real Bed,1,19,82,1,0,0,1.1501,N/A,0,0,0,Midtown East,125,,,3.612,17.726,11.246,9.71,3.183,13.554,19.271,18.436,19.428,22.32,22.363,14.941,3.059,9.283,1.126,3.174,1.036,1.214,5.572,0.339,2.683,2.431,5.539,6.011,1.909,3.295,4.235,4.639,0.77,69.743,6.149,1.592,1.396,5.673,1.243,0.486,3.126,0.72,242.5,0.891,0.288,0.332,0.488,0.054,0.194,0.235,3,125
272026,-73.92901,40.85774,2,9,0,0,New York,Entire home/apt,2,1,1,2,Real Bed,2,20,87,1,0,0,1.1587,within an hour,3,1,0,Washington Heights,53,,,8.728,5.752,15.079,21.646,15.239,4.446,10.283,29.049,29.381,32.134,33.116,26.856,9.187,21.111,13.009,9.283,11.46,11.963,17.591,12.36,11.971,9.818,17.774,18.161,13.939,15.377,8.37,16.853,12.463,58.136,6.256,13.117,12.354,17.723,11.291,12.278,9.472,11.753,230.786,11.762,0.282,0.426,0.458,0.114,0.156,0.231,3,56
272044,-73.98465,40.72257,1,14,1,19,New York,Entire home/apt,2,1,1,1,Real Bed,1,49,94,1,0,0,1.1773,a few days or more,0,0.4,0,Alphabet City,299,,,7.087,21.195,12.272,6.465,1.409,16.876,22.375,15.771,17.06,19.938,19.55,11.7,6.56,6.263,2.919,6.604,4.367,4.039,2.635,3.412,4.889,5.93,2.08,2.747,2.106,1.307,7.642,1.313,3.408,73.125,9.629,3.074,3.776,2.655,4.56,3.497,6.501,4.048,245.885,4.089,0.455,0.528,0.528,0.112,0.126,0.144,1,299
272427,-73.95728,40.72723,0,1,1,18,Brooklyn,Private room,1,1,1,1,Futon,1,6,96,0,1,0,0.9601,within a few hours,2,0.8,0,Greenpoint,60,400,1200,6.5,19.908,9.914,6.94,3.398,15.292,20.506,15.303,16.287,19.18,19.25,13.683,5.814,8.483,3.374,6.173,4.178,4.231,4.975,3.294,5.558,5.252,4.082,4.944,3.139,3.374,7.229,3.588,3.571,72.584,8.941,3.822,4.202,4.976,4.384,2.817,6.185,3.864,245.322,4.018,0.517,0.582,1.104,0.442,0.638,0.851,0,60
272706,-73.97321,40.69135,0,8,1,6,Brooklyn,Entire home/apt,2,1,1,1,Real Bed,2,7,97,1,0,0,1.8669,N/A,0,0,0,Fort Greene,88,600,2200,10.432,24.117,12.389,2.885,4.837,19.473,24.525,12.284,13.731,16.575,15.989,10.186,9.816,6.02,6.472,10.009,7.808,7.578,4.142,6.833,8.492,9.21,2.632,3.416,5.706,4.696,11.069,3.305,6.916,76.578,12.95,6.671,7.351,3.996,8.012,6.681,9.948,7.478,249.334,7.558,0.505,0.586,0.648,0.222,0.328,0.339,0,88
273256,-73.93612,40.79793,1,7,1,6,New York,Private room,1,1,1,1,Real Bed,1,0,0,0,1,0,2.4892,N/A,0,0,0,East Harlem,200,,,3.061,11.894,10.313,14.992,9.069,7.684,13.619,22.52,23.012,25.824,26.577,20.838,3.088,15.149,6.86,3.649,5.353,5.989,11.465,6.1,6.575,3.662,11.398,11.916,7.765,9.189,3.342,10.529,6.315,64.757,2.469,7.112,6.421,11.573,5.238,5.83,3.952,5.581,237.44,5.659,0.469,0.701,0.757,0.182,0.189,0.236,1,200
274062,-73.95166,40.80285,4,17,1,7,New York,Private room,2,1,1,1,Pull-out Sofa,1,50,98,0,1,0,1.6748,within an hour,3,1,1,Harlem,99,565,,2.42,11.93,11.682,15.345,8.885,8.225,14.366,23.29,23.899,26.738,27.327,20.594,2.796,14.86,6.647,3.017,5.094,5.642,11.26,5.973,5.918,3.428,11.383,11.796,7.576,9.018,2.353,10.468,6.097,64.18,1.056,6.799,6.053,11.385,4.937,5.891,3.265,5.377,236.907,5.4,0.191,0.368,0.42,0.036,0.074,0.14,3,89
274743,-73.95198,40.77368,0,26,1,19,New York,Entire home/apt,1,1,1,1,Real Bed,1,1,100,1,0,0,0.9315,a few days or more,0,0,0,Upper East Side,110,875,2950,1.869,14.891,10.099,12.118,6.107,10.628,16.383,20.13,20.835,23.697,24.151,17.865,1.143,12.206,3.947,2.005,2.553,3.24,8.498,3.151,4.228,1.181,8.389,8.92,4.819,6.221,2.706,7.525,3.423,67.423,3.869,4.271,3.668,8.598,2.499,2.822,2.266,2.71,240.151,2.835,0.665,0.714,1.176,0.093,0.095,0.155,0,95
276482,-73.95585,40.81371,5,16,1,6,New York,Private room,2,1,1,1,Real Bed,1,129,87,0,1,0,1.0705,within an hour,3,1,0,Morningside Heights,85,,,3.35,11.058,12.711,16.518,9.856,7.799,14.055,24.544,25.157,27.995,28.579,21.472,3.877,15.728,7.633,3.893,6.091,6.575,12.2,7.014,6.626,4.498,12.423,12.78,8.562,9.995,2.994,11.491,7.09,62.968,0.889,7.727,6.963,12.334,5.915,7.013,4.082,6.393,235.705,6.389,0.297,0.413,0.832,0.008,0.056,0.09,2,85
277207,-73.95835,40.72868,1,1,1,18,Brooklyn,Private room,2,1,1,1,Real Bed,1,14,94,0,1,0,0.9601,within an hour,3,1,1,South Williamsburg,75,483,1875,6.328,19.782,9.982,7.087,3.293,15.188,20.434,15.485,16.472,19.364,19.43,13.728,5.646,8.487,3.197,5.996,3.994,4.047,4.944,3.109,5.378,5.08,4.103,4.945,2.983,3.276,7.053,3.569,3.388,72.422,8.776,3.649,4.02,4.952,4.2,2.636,6.005,3.679,245.162,3.834,0.443,0.747,1.271,0.401,0.809,1.032,1,75
277370,-73.98662,40.73168,7,17,1,19,New York,Entire home/apt,2,1,1,1,Real Bed,1,52,95,1,0,0,1.1773,within a few hours,2,1,1,East Village,139,,3900,6.137,20.335,12.32,7.491,0.907,16.125,21.74,16.745,17.987,20.87,20.547,12.377,5.648,6.79,1.908,5.633,3.399,3.029,3.059,2.472,3.872,5.016,2.942,3.414,1.081,0.926,6.659,2.029,2.417,72.117,8.675,2.048,2.752,3.136,3.585,2.699,5.515,3.089,244.876,3.111,0.137,0.416,0.428,0.102,0.128,0.168,5,139
277883,-73.9533,40.65689,2,6,1,0,Brooklyn,Entire home/apt,2,1,1,1,Real Bed,1,58,94,1,0,0,0.8737,N/A,0,0,0,Lefferts Garden,70,,,14.311,27.396,13.221,1.688,9.02,22.477,26.972,8.168,9.808,12.581,11.807,10.475,13.639,8.496,10.575,13.945,11.81,11.656,8.026,10.845,12.649,13.066,6.642,7.194,9.856,8.878,15.008,7.439,10.981,80.407,16.769,10.814,11.464,7.856,12.018,10.567,13.92,11.48,253.138,11.586,0.263,0.683,0.714,0.109,0.113,0.303,1,70
278090,-73.93967,40.7928,1,11,1,9,New York,Private room,2,1,1,1,Real Bed,1,204,89,0,1,0,1.0669,within an hour,3,0.9,0,East Harlem,50,490,2100,2.557,12.533,10.208,14.376,8.431,8.313,14.208,22.005,22.54,25.364,26.056,20.199,2.494,14.514,6.226,3.122,4.729,5.373,10.826,5.461,6.016,3.047,10.754,11.273,7.128,8.55,2.958,9.885,5.683,65.318,2.53,6.487,5.806,10.933,4.62,5.186,3.433,4.95,238.013,5.033,0.458,0.669,0.701,0.206,0.309,0.316,1,60
278145,-73.91905,40.77117,2,3,0,4,Queens,Private room,1,2,1,1,Real Bed,1,3,73,0,1,0,0.6855,N/A,0,0,0,Astoria,30,200,,4.425,14.368,7.463,12.499,7.975,9.514,14.677,19.387,19.78,22.572,23.454,19.417,3.838,13.958,6.118,4.725,5.052,5.73,10.239,5.307,6.921,3.966,9.754,10.475,6.827,8.054,5.174,9.038,5.689,67.792,5.457,6.56,6.121,10.302,5.066,4.659,5.013,5.094,240.409,5.275,0.144,0.529,0.731,0.134,0.136,0.181,1,45
278631,-74.00807,40.73729,0,4,1,19,New York,Entire home/apt,2,1,1,1,Real Bed,2,7,90,1,0,0,2.282,within a day,1,0.75,0,West Village,250,2000,6000,6.283,20.608,14.097,8.608,1.156,16.747,22.6,18.174,19.551,22.417,21.867,11.906,6.002,6.164,2.298,5.699,3.715,3.083,2.74,3.118,3.12,5.405,3.546,3.479,1.603,1.263,6.589,2.644,2.799,71.568,8.7,1.957,2.658,2.9,3.828,3.736,5.488,3.514,244.304,3.412,0.539,0.612,0.666,0.275,0.445,0.461,0,250
278876,-73.95141,40.66984,3,13,1,0,Brooklyn,Private room,2,1,1,1,Real Bed,1,1,0,0,1,0,0.8737,N/A,0,0,0,Crown Heights,64,375,,12.894,25.955,12.138,1.619,7.808,21.053,25.621,9.286,10.72,13.559,13.058,10.927,12.214,8.146,9.238,12.54,10.428,10.302,7.082,9.469,11.35,11.647,5.614,6.294,8.558,7.672,13.602,6.321,9.624,78.969,15.34,9.505,10.13,6.923,10.637,9.161,12.524,10.098,251.696,10.212,0.08,0.226,0.575,0.082,0.144,0.148,2,60
280315,-73.94662,40.67392,0,12,1,0,Brooklyn,Entire home/apt,3,1,1,2,Real Bed,3,26,91,1,0,0,0.9147,N/A,0,0,0,Crown Heights,250,,,12.496,25.428,11.538,2.162,7.636,20.502,25.031,9.492,10.809,13.671,13.335,11.442,11.803,8.433,8.947,12.16,10.082,9.991,7.098,9.134,11.089,11.247,5.596,6.343,8.308,7.505,13.22,6.232,9.31,78.521,14.918,9.241,9.84,6.947,10.291,8.786,12.157,9.755,251.238,9.877,0.557,0.628,0.754,0.073,0.156,0.244,0,250
281521,-74.00425,40.73879,9,5,1,19,New York,Entire home/apt,4,1,2,2,Real Bed,1,1,97,1,0,0,2.282,N/A,0,0,0,West Village,200,1000,3000,5.973,20.304,13.773,8.649,1.06,16.41,22.25,18.153,19.49,22.363,21.876,12.209,5.672,6.472,1.938,5.395,3.374,2.755,2.97,2.758,2.907,5.07,3.642,3.666,1.251,1.195,6.304,2.707,2.446,71.385,8.412,1.615,2.336,3.121,3.494,3.374,5.193,3.165,244.127,3.07,0.179,0.318,0.358,0.177,0.207,0.398,3,200
281756,-73.95587,40.73321,1,1,1,16,Brooklyn,Entire home/apt,4,1,2,2,Real Bed,2,11,90,1,0,0,0.9601,within an hour,3,1,0,Greenpoint,140,1050,4050,5.863,19.238,9.724,7.616,3.503,14.644,19.909,15.892,16.825,19.715,19.856,14.228,5.165,8.932,3.035,5.557,3.641,3.773,5.332,2.816,5.164,4.615,4.581,5.392,2.985,3.509,6.607,3.989,3.142,71.919,8.284,3.525,3.8,5.353,3.843,2.246,5.585,3.34,244.655,3.511,0.239,1.029,1.065,0.338,0.838,1.056,1,90
282341,-73.97386,40.6433,1,5,1,0,Brooklyn,Entire home/apt,2,1,1,1,Real Bed,1,3,93,1,0,0,0.3867,within an hour,3,1,0,Kensington,90,,2500,15.773,29.266,15.519,2.497,9.931,24.452,29.117,8.302,10.337,12.891,11.416,8.635,15.15,7.853,11.773,15.352,13.145,12.889,8.428,12.171,13.7,14.548,7.296,7.57,10.958,9.781,16.411,8.216,12.237,81.921,18.287,11.926,12.637,8.247,13.349,12.019,15.287,12.816,254.677,12.891,0.498,0.795,0.848,0.218,0.228,0.277,1,90
282514,-73.9292,40.68106,2,10,1,0,Brooklyn,Private room,2,1.5,1,1,Real Bed,1,24,98,0,1,0,1.977,within a few hours,2,1,1,Stuyvesant Heights,97,550,1200,12.027,24.389,9.904,3.831,7.975,19.357,23.664,9.684,10.647,13.539,13.68,13.084,11.298,9.77,8.901,11.762,9.831,9.855,7.923,8.936,11.096,10.79,6.394,7.264,8.403,7.863,12.8,6.838,9.181,77.765,14.342,9.269,9.775,7.794,10.037,8.458,11.801,9.516,250.432,9.668,0.228,0.752,0.991,0.179,0.182,0.189,1,67
282863,-73.98879,40.68131,0,0,1,6,Brooklyn,Entire home/apt,2,1,1,1,Real Bed,1,66,90,1,0,0,0.4812,within a day,1,0.8,0,Gowanus,91,,2050,11.669,25.596,14.064,2.378,5.553,21.047,26.192,12.156,13.85,16.614,15.626,8.487,11.106,4.785,7.512,11.199,8.964,8.633,4.078,8.002,9.339,10.484,2.887,3.224,6.65,5.401,12.242,3.819,8.009,77.721,14.209,7.609,8.345,3.901,9.16,7.981,11.101,8.642,250.48,8.69,0.539,0.565,0.653,0.712,0.746,0.811,0,76
282977,-73.98136,40.67264,0,4,1,3,Brooklyn,Private room,6,1,3,3,Real Bed,2,229,96,0,1,0,0.9893,within an hour,3,1,1,Park Slope,125,,,12.552,26.308,14.002,1.258,6.608,21.652,26.637,11.016,12.742,15.49,14.477,8.631,11.958,5.64,8.477,12.107,9.884,9.596,5.227,8.913,10.378,11.345,3.993,4.373,7.646,6.458,13.16,4.898,8.954,78.669,15.083,8.613,9.332,5.05,10.084,8.82,12.027,9.557,251.429,9.621,0.54,0.618,0.714,0.185,0.244,0.332,0,125
283072,-73.86404,40.67889,1,3,0,0,Brooklyn,Private room,1,0,1,1,Real Bed,1,0,0,0,1,0,1.571,N/A,0,0,0,East New York,75,400,1400,14.718,24.426,7.042,9.038,12.633,19.124,22.111,9.421,9.032,11.615,13.309,18.323,13.954,15.265,12.85,14.661,13.268,13.538,13.136,12.583,14.969,13.626,11.641,12.574,12.653,12.556,15.557,11.89,12.943,78.389,16.539,13.326,13.609,13.03,13.447,11.883,14.808,13.014,250.701,13.212,0.222,0.429,0.784,0.176,0.349,0.498,2,75
