id,daily,weekly,monthly
17366807,160,,
17366942,70,,
17367004,289,,
17367175,29,,
17367187,75,,
17367289,35,,
17368006,82,,
17368958,35,,
17369078,70,,
17369530,75,,
17370778,120,,
17371795,200,,
17376200,65,,
17376723,178,,
17380055,45,,
17380431,150,,
17380887,99,,
17381819,325,,
17382067,209,,
17382091,249,,
17382679,600,,
17382781,40,,
17383253,135,,
17383677,65,,
17383929,35,,
17384675,99,,
17385564,47,,
17385865,35,,
17385892,250,,
17387135,90,,
17387259,53,,
17388041,120,,
17396669,54,,
17400624,125,,
17404164,126,,
17405175,50,,
17405812,110,,
17405965,45,,
17407264,49,,
17411672,98,,
17415890,289,,
17417489,110,,
17417619,45,,
17418006,169,,
17418177,275,,
17420345,50,,
17420370,36,,
17420832,110,,
17423245,105,,
17423343,75,,
17423413,100,,
17430505,75,,
17430853,30,,
17430920,150,,
17431995,155,,
17432325,68,,
17433538,88,,
17433572,500,,
17434977,80,,
17435074,100,,
17437106,10,,
17437772,55,,
17442248,80,,
17446640,75,,
17447150,184,,
17447168,56,,
17448930,160,,
17450190,65,,
17450196,77,,
17455952,65,,
17456123,35,,
17456705,98,,
17456932,400,,
17457160,64,,
17457491,70,,
17458077,250,,
17458291,55,,
17458415,249,,
17459791,175,,
17459930,69,,
17460510,198,,
17461281,69,,
17461341,60,,
17461591,103,,
17463059,135,,
17463419,31,,
17463985,245,,
17464043,175,,
17464151,200,,
17465159,72,,
17465199,123,,
17473754,90,,
17475107,20,,
17475711,50,,
17476768,45,,
17476990,41,,
17477606,75,,
17477768,105,,
17477830,55,,
17477888,100,,
17478246,65,,
17478780,139,,
17479736,50,,
17479792,78,,
17480159,75,,
17480275,70,,
17480547,50,,
17481087,250,,
17481484,75,,
17482187,133,,
17489509,150,,
17493275,140,,
17493355,200,,
17494289,99,,
17494449,50,,
17495518,122,,
17495819,85,,
17495862,45,,
17496320,31,,
17496511,125,,
17497776,100,,
17497867,60,,
17497948,80,,
17499587,150,,
17500539,160,,
17500994,59,,
17501131,30,,
17505594,85,,
17506469,110,,
17508300,180,,
17508709,199,,
17508940,35,,
17509152,70,,
17510128,195,,
17510130,169,,
17510136,195,,
17510139,195,,
17510140,195,,
17510141,243,,
17510666,195,,
17511694,115,,
17512277,150,,
17512282,150,,
17512466,155,,
17512553,68,,
17512883,135,,
17512898,300,,
17512944,197,,
17513537,350,,
17515391,150,,
17515547,155,,
17515734,81,,
17515870,100,,
17516489,185,,
17520324,385,,
17520883,125,,
17522686,130,,
17524047,153,,
17524075,150,,
17524441,95,,
17524862,150,,
17525806,350,,
17526131,120,,
17527515,120,,
17529164,45,,
17529216,74,,
17529637,110,,
17531292,110,,
17531493,75,,
17531524,94,,
17532756,55,,
17532802,100,,
17533091,99,,
17533911,69,,
17534186,139,,
17534189,42,,
17537893,"4,000.00",,
17538067,55,,
17539341,119,,
17539385,105,,
17539808,55,,
17540291,125,,
17541599,46,,
17541761,36,,
17542694,45,,
17542798,150,,
17543074,275,,
17543568,100,,
17543905,100,,
17544058,35,,
17544220,35,,
17545363,150,,
17545558,73,,
17545775,160,,
17547029,54,,
17548575,75,,
17549299,380,,
17552185,115,,
17552513,100,,
17552955,80,,
17554081,109,,
17554298,180,,
17554541,600,,
17554889,160,,
17554981,130,,
17555918,90,,
17556208,63,,
17556509,126,,
17557517,195,,
17557873,45,,
17558336,47,,
17558802,55,,
17559679,200,,
17560078,60,,
17561119,160,,
17568601,55,,
17568638,110,,
17569080,200,,
17569246,109,,
17569280,149,,
17571026,220,,
17572926,130,,
17573027,75,,
17573354,250,,
17573621,65,,
17574134,300,,
17576849,90,,
17583732,69,,
17583983,79,,
17585139,80,,
17586014,175,,
17587000,65,,
17587833,148,,
17589815,63,,
17590729,99,,
17591010,90,,
17591356,90,,
17591452,120,,
17593461,39,,
17599762,117,,
17600777,160,,
17601315,500,,
17601960,100,,
17602108,125,,
17603059,175,,
17604613,25,,
17604756,152,,
17605255,45,,
17605478,59,,
17605729,70,,
17606753,57,,
17606850,200,,
17607488,71,,
17609502,45,,
17609541,61,,
17610016,55,,
17610023,74,,
17610059,100,,
17610107,178,,
17611001,80,,
17617905,75,,
17618446,158,,
17618772,88,,
17618903,95,,
17619003,225,,
17620638,240,,
17624190,110,,
17624400,225,,
17624418,165,,
17625485,140,,
17625707,100,,
17625824,39,,
17626236,110,,
17631431,49,,
17632458,45,,
17632790,450,,
17632840,99,,
17633820,169,,
17634206,130,,
17635051,80,,
17635569,70,,
17637439,60,,
17637673,219,,
17638709,60,,
17640413,60,,
17641480,82,,
17641625,122,,
17642625,125,,
17645939,44,,
17649690,125,,
17651607,55,,
17651741,47,,
17652158,80,,
17654277,63,,
17654611,75,,
17655017,100,,
17662532,90,,
17664316,45,,
17664413,125,,
17665855,199,,
17665943,55,,
17665996,50,,
17666011,125,,
17666300,"2,750.00",,
17666780,125,,
17667188,75,,
17667194,32,,
17667585,88,,
17667639,215,,
17669272,134,,
17669480,125,,
17669561,60,,
17669867,60,,
17670245,56,,
17677710,85,,
17678601,100,,
17679645,55,,
17679822,150,,
17680363,60,,
17680566,108,,
17680571,122,,
17681190,150,,
17681470,160,,
17682081,140,,
17682208,210,,
17682543,180,,
17682843,80,,
17682955,79,,
17683202,180,,
17683903,190,,
17684067,60,,
17684098,139,,
17684151,163,,
17684277,65,,
17684359,365,,
17684828,200,,
17684912,84,,
17686461,58,,
17690331,42,,
17690699,90,,
17691601,98,,
17692275,75,,
17692837,86,,
17692964,251,,
17694203,85,,
17695571,285,,
17697164,325,,
17697781,220,,
17697886,250,,
17698189,58,,
17698990,58,,
17699556,50,,
17699647,130,,
17699790,199,,
17701658,126,,
17702057,230,,
17702242,129,,
17702320,119,,
17707963,50,,
17710717,100,,
17710842,199,,
17711806,65,,
17712166,50,,
17712552,65,,
17712998,200,,
17713865,150,,
17714306,50,,
17716140,90,,
17716205,180,,
17716225,50,,
17716237,250,,
17716523,122,,
17717593,225,,
17717799,51,,
17718694,90,,
17719353,79,,
17719502,225,,
17728208,100,,
17728927,199,,
17729060,75,,
17729625,145,,
17730019,161,,
17730390,45,,
17730939,43,,
17730964,50,,
17731252,95,,
17731335,60,,
17731370,80,,
17731891,180,,
17735101,150,,
17735156,45,,
17735639,45,,
17735760,249,,
17737245,70,,
17737925,60,,
17738174,49,,
17738717,22,,
17739111,50,,
17741347,105,,
17743697,89,,
17744351,115,,
17746222,65,,
17748284,65,,
17749273,35,,
17750238,99,,
17750380,83,,
17750513,45,,
17750661,99,,
17751140,60,,
17751338,100,,
17751792,158,,
17752493,89,,
17752907,37,,
17753121,60,,
17754072,38,,
17756109,800,,
17757976,325,,
17759478,89,,
17759482,68,,
17759520,600,,
17759694,210,,
17762218,150,,
17762525,139,,
17762733,103,,
17762827,45,,
17763622,90,,
17763785,227,,
17764129,100,,
17764355,75,,
17764691,97,,
17765198,49,,
17765395,59,,
17765398,50,,
17765841,229,,
17766580,150,,
17771762,50,,
17771811,95,,
17774316,62,,
17774731,115,,
17774810,55,,
17774890,90,,
17774989,30,,
17776104,100,,
17777286,115,,
17777654,65,,
17778366,120,,
17778781,100,,
17778941,59,,
17779504,65,,
17779879,89,,
17780857,250,,
17781440,80,,
17786762,127,,
17788697,150,,
17790276,170,,
17790958,120,,
17791461,44,,
17791464,60,,
17791938,150,,
17792429,75,,
17792856,53,,
17793180,100,,
17793185,175,,
17793963,170,,
17794915,25,,
17796480,51,,
17797691,95,,
17806646,94,,
17808825,69,,
17808917,105,,
17809161,79,,
17809303,64,,
17809310,40,,
17809649,62,,
17811033,110,,
17812444,185,,
17812919,177,,
17813679,110,,
17813907,235,,
17814209,80,,
17817203,53,,
17819994,95,,
17820343,115,,
17822626,65,,
17824129,130,,
17824351,79,,
17825100,107,,
17826827,116,,
17828289,47,,
17828438,100,,
17829241,75,,
17829947,160,,
17830470,275,,
17831929,22,,
17832970,60,,
17835503,70,,
17839052,100,,
17839487,55,,
17839944,64,,
17840284,47,,
17840682,250,,
17841354,190,,
17842111,99,,
17842115,88,,
17842170,100,,
17843168,250,,
17843998,250,,
17844130,150,,
17844682,484,,
17845507,50,,
17845650,141,,
17847040,199,,
17848298,140,,
17848627,79,,
17848657,142,,
17848838,80,,
17849234,335,,
17853353,47,,
17855771,65,,
17856672,149,,
17857431,300,,
17857890,159,,
17858824,60,,
17860067,50,,
17860607,220,,
17860684,380,,
17863000,120,,
17864665,110,,
17865806,50,,
17865967,30,,
17866018,60,,
17866206,110,,
17872922,95,,
17875002,125,,
17875156,40,,
17876530,105,,
17876921,115,,
17877959,75,,
17879131,429,,
17880254,60,,
17880865,30,,
17881079,90,,
17881120,75,,
17881553,30,,
17887213,160,,
17887871,175,,
17888337,47,,
17889021,89,,
17892114,95,,
17892835,40,,
17892920,145,,
17893008,90,,
17893069,250,,
17893797,38,,
17897913,65,,
17899730,150,,
17899990,139,,
17900193,127,,
17900243,290,,
17900681,100,,
17902970,100,,
17904788,150,,
17905460,65,,
17905479,200,,
17905970,100,,
17906420,148,,
17906601,160,,
17906990,147,,
17908179,130,,
17908331,157,,
17915565,95,,
17919742,120,,
17922181,110,,
17922242,130,,
17923165,99,,
17923261,90,,
17925337,138,,
17926910,125,,
17929219,275,,
17934924,100,,
17937309,150,,
17937356,150,,
17938337,85,,
17938814,115,,
17938886,50,,
17940029,45,,
17940041,160,,
17940198,40,,
17941851,80,,
17941948,55,,
17943407,110,,
17943774,225,,
17943817,69,,
17944140,35,,
17944219,300,,
17944802,350,,
17946985,45,,
17951580,150,,
17952277,10,,
17955761,89,,
17956381,70,,
17956441,210,,
17957197,150,,
17957521,55,,
17957663,200,,
17958414,120,,
17960375,155,,
17962656,139,,
17963856,65,,
17968140,57,,
17971100,42,,
17972466,90,,
17973686,69,,
17974244,376,,
17975664,75,,
17975818,99,,
17977439,85,,
17979046,100,,
17979764,10,,
17980140,60,,
17980714,48,,
17981267,85,,
17981447,57,,
17986678,85,,
17988221,100,,
17989537,100,,
17989780,250,,
17991699,317,,
17992512,70,,
17993317,70,,
17996373,300,,
17997486,92,,
18003918,200,,
18004335,150,,
18004987,120,,
18005542,45,,
18005789,170,,
18005835,150,,
18006003,29,,
18006977,250,,
18007393,195,,
18007671,15,,
18008937,230,,
18010406,130,,
18012028,53,,
18013489,100,,
18015606,150,,
18016642,89,,
18018424,105,,
18018752,80,,
18022545,75,,
18022636,151,,
18023284,197,,
18023825,100,,
18023847,88,,
18024380,60,,
18024561,375,,
18024772,95,,
18024956,82,,
18025200,50,,
18025228,40,,
18025342,45,,
18033251,60,,
18034890,105,,
18037392,159,,
18039329,208,,
18040417,105,,
18040970,69,,
18041519,250,,
18041862,100,,
18042238,80,,
18042742,72,,
18043457,120,,
18048473,41,,
18049856,250,,
18050070,50,,
18050153,134,,
18051607,150,,
18051877,"5,000.00",,
18054268,300,,
18055685,150,,
18057747,60,,
18059112,45,,
18059231,67,,
18059239,142,,
18059656,67,,
18061481,69,,
18062797,95,,
18063815,195,,
18066269,72,,
18066733,289,,
18068692,80,,
18068913,69,,
18069745,95,,
18070109,110,,
18070342,175,,
18071246,35,,
18071374,175,,
18071399,"2,800.00",,
18071406,100,,
18073738,88,,
18074899,499,,
18076273,49,,
18076385,510,,
18076816,100,,
18076911,50,,
18077001,199,,
18077042,81,,
18077050,90,,
18077560,80,,
18077717,175,,
18077742,50,,
18077746,60,,
18078720,70,,
18079072,175,,
18080436,30,,
18086316,350,,
18086664,57,,
18087564,120,,
18089676,129,,
18090200,60,,
18090441,76,,
18090927,150,,
18091187,40,,
18091600,250,,
18091991,55,,
18092438,124,,
18094196,130,,
18094212,700,,
18094311,219,,
18094418,"2,750.00",,
18095883,125,,
18102867,200,,
18104150,200,,
18104553,160,,
18105293,270,,
18108134,51,,
18108590,65,,
18108648,100,,
18108849,49,,
18108981,195,,
18109817,115,,
18109852,65,,
18110008,65,,
18110654,60,,
18112181,175,,
18112517,80,,
18117334,72,,
18120094,100,,
18120248,100,,
18120592,47,,
18120946,125,,
18121314,56,,
18123155,105,,
18123185,80,,
18123540,40,,
18124043,180,,
18124558,79,,
18133502,150,,
18134537,250,,
18134948,169,,
18136478,199,,
18136685,125,,
18138307,120,,
18139095,199,,
18139171,160,,
18142309,100,,
18142333,550,,
18142927,40,,
18148158,95,,
18149668,150,,
18151035,189,,
18151976,71,,
18152140,40,,
18152217,55,,
18152855,150,,
18154888,229,,
18155063,120,,
18155865,100,,
18156252,160,,
18156961,50,,
18158353,60,,
18159239,229,,
18159825,99,,
18160364,136,,
18161036,120,,
18162965,300,,
18169166,119,,
18170615,99,,
18171814,60,,
18173198,30,,
18173787,48,,
18173989,69,,
18175051,60,,
18175061,"1,000.00",,
18175675,350,,
18175743,100,,
18176762,150,,
18176796,140,,
18176798,200,,
18177024,235,,
18179365,200,,
18179735,40,,
18180304,90,,
18181620,379,,
18182282,300,,
18182318,250,,
18188738,49,,
18188904,60,,
18188958,224,,
18190480,115,,
18190894,49,,
18191456,115,,
18191892,95,,
18191934,98,,
18191965,110,,
18193397,50,,
18194415,75,,
18194429,50,,
18194450,27,,
18194482,130,,
18195445,85,,
18196880,115,,
18196956,53,,
18197137,80,,
18197946,35,,
18198439,165,,
18198575,60,,
18201148,379,,
18201247,285,,
18203651,60,,
18205794,329,,
18207319,75,,
18208738,200,,
18208811,115,,
18209427,85,,
18209795,40,,
18210358,235,,
18210425,64,,
18210950,134,,
18211259,86,,
18213280,330,,
18213425,170,,
18214015,90,,
18221090,75,,
18221723,265,,
18221864,148,,
18221952,95,,
18222186,94,,
18222359,109,,
18223667,550,,
18225729,200,,
18225813,69,,
18225912,99,,
18226037,75,,
18226108,146,,
18226843,77,,
18227315,35,,
18227529,140,,
18227645,100,,
18229274,185,,
18229365,60,,
18235200,50,,
18236999,50,,
18239613,47,,
18239623,186,,
18239876,100,,
18239917,400,,
18240632,75,,
18240637,145,,
18240743,50,,
18240963,110,,
18241920,85,,
18248683,140,,
18249844,85,,
18251681,165,,
18252313,30,,
18252876,116,,
18253290,70,,
18253324,46,,
18253938,70,,
18254225,250,,
18254259,70,,
18254314,140,,
18254317,150,,
18255124,168,,
18255225,100,,
18255869,40,,
18256895,99,,
18257701,65,,
18263839,145,,
18264166,50,,
18264659,39,,
18264726,200,,
18265387,69,,
18266105,300,,
18266775,69,,
18268053,40,,
18269285,99,,
18270109,29,,
18270199,55,,
18271282,850,,
18271460,75,,
18271718,60,,
18272185,249,,
18272753,69,,
18273151,100,,
18273542,75,,
18274232,179,,
18274492,80,,
18275502,196,,
18276042,43,,
18283367,50,,
18283511,99,,
18283646,80,,
18285079,118,,
18286031,55,,
18286212,200,,
18286232,150,,
18286926,125,,
18287688,145,,
18287772,99,,
18288169,80,,
18288371,200,,
18288391,42,,
18288660,53,,
18288774,125,,
18288828,99,,
18290402,210,,
18290561,177,,
18290841,145,,
18291430,44,,
18291740,85,,
18291916,150,,
18297633,150,,
18303895,125,,
18305649,200,,
18305741,40,,
18306436,69,,
18306444,215,,
18306713,235,,
18307376,42,,
18308486,180,,
18309354,125,,
18309683,160,,
18309885,100,,
18310427,39,,
18311851,71,,
18312034,"1,475.00",,
18312568,100,,
18312612,179,,
18313862,79,,
18313864,60,,
18314102,160,,
18314397,110,,
18314459,193,,
18314930,50,,
18324607,250,,
18325063,72,,
18326156,50,,
18326238,35,,
18327453,90,,
18327630,325,,
18329309,78,,
18329545,180,,
18329982,129,,
18330221,125,,
18330346,160,,
18331925,110,,
18332922,278,,
18338709,100,,
18338719,350,,
18340498,39,,
18340599,99,,
18341576,110,,
18342361,250,,
18342727,199,,
18347330,150,,
18347469,55,,
18348443,60,,
18348512,65,,
18353019,45,,
18354443,150,,
18354821,50,,
18355480,250,,
18356695,120,,
18357504,54,,
18357865,150,,
18357947,100,,
18358279,130,,
18358363,36,,
18358437,115,,
18358470,199,,
18358606,195,,
18358621,350,,
18358644,72,,
18359115,145,,
18359426,48,,
18359593,35,,
18360149,42,,
18361045,225,,
18361390,149,,
18362628,75,,
18366609,46,,
18366942,100,,
18369169,130,,
18369887,150,,
18370979,95,,
18371333,49,,
18372104,220,,
18373279,200,,
18373404,150,,
18374250,30,,
18374647,187,,
18375021,85,,
18375246,54,,
18375685,175,,
18375815,38,,
18377036,53,,
18381623,145,,
18385188,173,,
18386105,150,,
18386307,95,,
18386494,200,,
18386915,110,,
18387366,54,,
18387744,50,,
18387798,45,,
18388152,59,,
18388706,149,,
18389694,142,,
18390143,120,,
18390316,70,,
18390907,200,,
18391905,299,,
18392140,80,,
18392309,60,,
18393354,99,,
18393650,60,,
18393805,46,,
18394653,60,,
18396197,175,,
18396281,75,,
18397006,180,,
18402330,60,,
18402568,45,,
18404373,450,,
18404432,99,,
18404936,37,,
18406606,100,,
18407251,197,,
18407764,90,,
18408236,188,,
18409148,110,,
18410069,175,,
18410445,100,,
18411056,295,,
18411925,70,,
18412771,55,,
18415505,99,,
18415952,60,,
18423707,259,,
18423938,159,,
18424903,250,,
18424928,180,,
18425106,195,,
18425988,96,,
18427825,80,,
18429093,160,,
18429435,199,,
18430588,35,,
18430686,80,,
18431566,35,,
18432894,207,,
18433038,59,,
18433781,75,,
18434309,49,,
18439203,115,,
18442196,199,,
18443902,159,,
18444575,150,,
18445522,86,,
18447712,75,,
18448376,57,,
18448446,200,,
18448516,50,,
18448556,120,,
18449942,100,,
18449954,90,,
18450009,50,,
18450143,100,,
18450490,35,,
18455236,94,,
18455830,190,,
18456751,86,,
18456975,199,,
18457273,55,,
18458323,226,,
18459547,186,,
18459948,170,,
18460119,100,,
18460679,90,,
18460756,50,,
18461296,119,,
18461891,110,,
18462291,80,,
18462681,64,,
18463609,100,,
18470545,49,,
18471232,100,,
18471276,47,,
18471556,150,,
18471815,43,,
18472494,165,,
18472524,70,,
18473439,41,,
18475187,149,,
18476474,90,,
18476851,60,,
18477009,135,,
18477226,125,,
18477519,80,,
18481196,200,,
18484597,50,,
18485393,185,,
18485487,37,,
18485922,135,,
18486698,50,,
18486868,60,,
18487817,40,,
18488335,85,,
18488833,85,,
18489366,150,,
18490141,10,,
18491689,134,,
18493375,58,,
18496255,400,,
18496331,124,,
18496902,75,,
18498466,106,,
18499050,190,,
18499074,80,,
18500556,199,,
18500972,60,,
18502246,50,,
18503701,78,,
18503779,79,,
18503789,75,,
18504151,205,,
18504631,50,,
18505453,99,,
18505594,44,,
18506292,615,,
18506359,260,,
18506841,275,,
18507671,75,,
18507990,45,,
18508209,37,,
18508470,43,,
18508959,200,,
18510340,79,,
18515889,70,,
18516072,139,,
18516103,100,,
18517584,137,,
18518678,175,,
18519818,40,,
18520516,275,,
18521860,180,,
18522181,180,,
18522547,149,,
18523182,58,,
18523629,125,,
18523918,235,,
18525915,206,,
18526162,199,,
18527060,40,,
18527437,120,,
18535402,38,,
18540170,100,,
18540856,100,,
18541736,175,,
18542490,171,,
18543045,169,,
18543400,60,,
18544441,94,,
18546552,88,,
18546787,65,,
18547076,134,,
18547663,419,,
18548112,90,,
18548561,140,,
18549136,198,,
18549222,78,,
18550111,60,,
18550366,65,,
18550867,199,,
18550947,99,,
18551196,75,,
18559902,350,,
18560104,75,,
18560569,199,,
18560625,30,,
18561200,70,,
18561365,120,,
18561618,65,,
18561753,295,,
18562269,135,,
18563383,67,,
18564694,40,,
18565097,70,,
18565588,60,,
18565752,69,,
18566324,50,,
18566623,99,,
18566802,105,,
18568023,45,,
18568171,70,,
18568551,150,,
18569142,190,,
18569279,150,,
18569422,70,,
18570075,349,,
18570121,79,,
18571803,70,,
18572271,150,,
18573121,235,,
18577672,47,,
18577989,45,,
18579416,200,,
18579690,278,,
18582592,195,,
18582792,69,,
18583072,65,,
18583467,80,,
18583921,65,,
18584089,100,,
18584180,180,,
18584411,299,,
18584742,80,,
18585458,105,,
18585784,45,,
18586018,315,,
18586787,79,,
18586873,90,,
18587083,215,,
18591642,59,,
18592160,200,,
18593138,90,,
18595831,545,,
18596194,33,,
18596197,125,,
18596546,100,,
18596772,275,,
18597408,45,,
18597754,199,,
18599156,125,,
18599224,55,,
18599352,125,,
18600659,150,,
18601353,48,,
18602201,85,,
18605919,80,,
18606237,43,,
18609316,60,,
18609555,60,,
18610314,179,,
18610539,156,,
18610543,153,,
18610544,76,,
18611347,55,,
18611605,145,,
18611872,75,,
18612291,65,,
18612788,150,,
18612976,60,,
18613550,70,,
18613981,36,,
18614596,210,,
18615054,35,,
18615497,140,,
18615898,120,,
18615903,95,,
18615964,90,,
18616208,"2,900.00",,
18616217,199,,
18616234,70,,
18616809,169,,
18617060,30,,
18617195,140,,
18617676,110,,
18624243,130,,
18626606,200,,
18628912,170,,
18629326,110,,
18629621,100,,
18630660,133,,
18632197,75,,
18632502,125,,
18634847,50,,
18635370,50,,
18635942,120,,
18636030,50,,
18636622,100,,
18637270,45,,
18637912,94,,
18638015,60,,
18638573,63,,
18638985,175,,
18645286,26,,
18646075,45,,
18646653,123,,
18647180,185,,
18647217,55,,
18647731,133,,
18648243,75,,
18648360,450,,
18648591,40,,
18649105,90,,
18649351,400,,
18649806,62,,
18649822,287,,
18650087,200,,
18650569,58,,
18652220,325,,
18652544,222,,
18655599,130,,
18655815,70,,
18655886,44,,
18655992,85,,
18656413,85,,
18656661,52,,
18657209,60,,
18662619,275,,
18662664,75,,
18662841,125,,
18664875,475,,
18666583,50,,
18666975,80,,
18667184,200,,
18667956,70,,
18668037,52,,
18668571,150,,
18668594,63,,
18669019,100,,
18669496,50,,
18669801,69,,
18670480,116,,
18671835,44,,
18672921,60,,
18673613,180,,
18674105,95,,
18675061,70,,
18675083,275,,
18675215,195,,
18675599,45,,
18676837,135,,
18680331,145,,
18682735,160,,
18682763,98,,
18683699,80,,
18683879,150,,
18685854,60,,
18686269,430,,
18686390,128,,
18686501,55,,
18686817,89,,
18688150,60,,
18689454,145,,
18689588,97,,
18690466,45,,
18690651,50,,
18690921,110,,
18691084,65,,
18691948,80,,
18692028,325,,
18692321,125,,
18695104,104,,
18699576,150,,
18700004,85,,
18701095,45,,
18702075,60,,
18704012,120,,
18704413,200,,
18704805,235,,
18706173,160,,
18706845,42,,
18706893,135,,
18707214,175,,
18707698,164,,
18715285,147,,
18716289,120,,
18716439,88,,
18716602,120,,
18716795,63,,
18718070,114,,
18718195,110,,
18719477,55,,
18719526,165,,
18719602,105,,
18719762,150,,
18721027,75,,
18721061,150,,
18721209,60,,
18721341,90,,
18721845,55,,
18722146,75,,
18722657,41,,
18723095,115,,
18728915,100,,
18728971,155,,
18729143,52,,
18729447,80,,
18729461,75,,
18729985,58,,
18731029,40,,
18731641,95,,
18732648,50,,
18734125,158,,
18734225,60,,
18734320,50,,
18734427,65,,
18734568,44,,
18735563,30,,
18735631,184,,
18735653,175,,
18736267,300,,
18736436,96,,
18736455,137,,
18736484,49,,
18736642,75,,
18737053,39,,
18737220,59,,
18737235,229,,
18737594,825,,
18745141,29,,
18745314,130,,
18745487,500,,
18745767,80,,
18746696,125,,
18747972,185,,
18748038,225,,
18748170,90,,
18750465,150,,
18750505,120,,
18750597,0,,
18751192,65,,
18751261,225,,
18751687,100,,
18752307,195,,
18753406,69,,
18753411,75,,
18753645,150,,
18755777,40,,
18755951,200,,
18758370,150,,
18758525,254,,
18762619,58,,
18763188,295,,
18764827,45,,
18766576,70,,
18767695,80,,
18767961,80,,
18768127,88,,
18768741,150,,
18768978,70,,
18769363,98,,
18769652,250,,
18770418,238,,
18771633,100,,
18772198,265,,
18774244,399,,
18776660,55,,
18776908,160,,
18776925,350,,
18778024,100,,
18782064,184,,
18782857,250,,
18783614,250,,
18785035,77,,
18785349,180,,
18787858,150,,
18787950,150,,
18789421,125,,
18790004,150,,
18790512,51,,
18791570,53,,
18792188,95,,
18792285,69,,
18792703,195,,
18793151,125,,
18793633,256,,
18793901,146,,
18794243,55,,
18794627,50,,
18794680,65,,
18794754,165,,
18795229,70,,
18795447,55,,
18795448,55,,
18795534,250,,
18802366,73,,
18803064,63,,
18803219,50,,
18805588,183,,
18806061,91,,
18806323,250,,
18808260,55,,
18809063,85,,
18811187,50,,
18811240,150,,
18811557,305,,
18812046,85,,
18812153,150,,
18812330,64,,
18812670,68,,
18813227,31,,
18817404,125,,
18820068,275,,
18820446,150,,
18822687,70,,
18822775,90,,
18823516,130,,
18823750,390,,
18823774,160,,
18823930,275,,
18823940,43,,
18823971,118,,
18824754,50,,
18824820,115,,
18826104,73,,
18826197,85,,
18826370,89,,
18828134,75,,
18828803,160,,
18828846,49,,
18835820,10,,
18836337,55,,
18836532,97,,
18837073,85,,
18837416,350,,
18838643,76,,
18840106,95,,
18840683,79,,
18840688,350,,
18840735,205,,
18840866,190,,
18841864,120,,
18842507,135,,
18842510,111,,
18842882,85,,
18844533,80,,
18848869,51,,
18849349,149,,
18849787,55,,
18851906,270,,
18852048,49,,
18852200,75,,
18852245,55,,
18852919,70,,
18853435,54,,
18855394,55,,
18855694,142,,
18855750,48,,
18855980,50,,
18856302,109,,
18857134,100,,
18857790,40,,
18857875,100,,
18858192,99,,
18858761,125,,
18866187,350,,
18867401,250,,
18869228,79,,
18869692,90,,
18870016,80,,
18870281,29,,
18870342,85,,
18871455,50,,
18871571,150,,
18871734,250,,
18872076,50,,
18872091,60,,
18872495,60,,
18872858,75,,
18873598,175,,
18873722,33,,
18873930,175,,
18874394,119,,
18874640,148,,
18875426,77,,
18875512,118,,
18875740,350,,
18875994,170,,
18876580,60,,
18877341,100,,
18877694,50,,
18878633,80,,
18879379,155,,
18888212,40,,
18888585,50,,
18889038,40,,
18889564,254,,
18889932,80,,
18890521,699,,
18891508,67,,
18891659,110,,
18892465,150,,
18893669,75,,
18894145,80,,
18894322,800,,
18894445,48,,
18894931,52,,
18895063,200,,
18895187,37,,
18895509,200,,
18896540,45,,
18896824,119,,
18897423,259,,
18897901,55,,
18898808,25,,
18899768,90,,
18906081,149,,
18907166,515,,
18908083,137,,
18908212,70,,
18908252,60,,
18908490,200,,
18908638,41,,
18908677,125,,
18909484,45,,
18909989,45,,
18910029,112,,
18910492,55,,
18911463,105,,
18911633,175,,
18911893,65,,
18912084,96,,
18913001,78,,
18913089,120,,
18913450,49,,
18914656,65,,
18914730,95,,
18915587,43,,
18915658,70,,
18916381,265,,
18916610,37,,
18916850,35,,
18916917,55,,
18917540,100,,
18917771,123,,
18922939,100,,
18923188,200,,
18924273,50,,
18924446,75,,
18924938,225,,
18926057,51,,
18927333,45,,
18929564,125,,
18929965,88,,
18931423,70,,
18931595,55,,
18932586,104,,
18934106,59,,
18934728,55,,
18935148,175,,
18935359,"1,500.00",,
18935508,199,,
18942038,150,,
18942119,145,,
18942156,220,,
18942358,105,,
18942735,185,,
18943821,45,,
18944834,72,,
18946091,90,,
18946105,200,,
18946117,160,,
18946376,35,,
18946416,200,,
18948184,129,,
18948914,"1,067.00",,
18949137,120,,
18949153,105,,
18949917,36,,
18950091,100,,
18956236,74,,
18957055,68,,
18957522,122,,
18957774,200,,
18958323,85,,
18958355,71,,
18958724,50,,
18959626,138,,
18960386,39,,
18960496,158,,
18961150,195,,
18962847,80,,
18962916,38,,
18962999,134,,
18963479,70,,
18970683,50,,
18971860,60,,
18971993,79,,
18972792,150,,
18975097,50,,
18976585,46,,
18976933,65,,
18979087,51,,
18979981,110,,
18984088,60,,
18985595,85,,
18988028,60,,
18988814,350,,
18989137,125,,
18992110,170,,
18992672,350,,
18992796,40,,
18993091,42,,
18993379,103,,
18993398,165,,
18994394,128,,
18994641,250,,
18994965,60,,
18996087,109,,
18996206,465,,
18996283,100,,
18996738,40,,
18997233,45,,
18997283,85,,
18997371,85,,
18997373,225,,
18997559,65,,
18997907,55,,
18998283,59,,
18998595,225,,
18999045,200,,
18999626,200,,
18999839,55,,
19000161,180,,
19001879,115,,
19007359,185,,
